Customer Review,Emotion
"pengapalan berat  teramat tua sampai, maha- memengkalkan",4
"transportasi lelet, request corak g dalam acc, benar-benar kecewa...",4
"paket bahan robek, sedia paksa plano yg tamat asfar menerangkan muatan v berakhir kolot terbuka. terlalu memengkalkan",4
respons penjaja lemot seakan-akan ogah2an melayani. congkong kekacauan sepele mekar malahan pakai motor cuci.,4
"awalnya aku pertanyaan 9 warna, sarwa ready, selesai tukar ( 27 pukul maka ) segar dibilang sebagian ( 4 berbagai-bagai ) habis. jgn kayak gitulah, jadinya sy pantas raba juga warnanya",4
"tak becus  digunakan menurut native, pantas menyedot penerapan terbatas (tidak disebutkan pada deskripsi). windshield kacau bilau on arrival.",4
"harganya sangat langka bakal kapasitas setipis itu, tapi gpp deh hendaknya sebentar kian banyak",4
"komoditas dalam songsong bilangan yg haid tumbuh maka padat yg kosong, bagasi kagak setakar penjelasan",4
sablonan tekor  bagus. sedang pada basuh ancur sablonannya,4
"lun-tur copot, kagak ki akur pada lembaran oto alias kepetangan",4
barangnya jelek ngerusak pengayak ac pdhal blm lm ganti.,4
"nyesel separuh lebur kulak ni produk, bayar gara2 gayal ulasannya mengapa tentu semua.. nazar ini krim baunya ga sedap banget, kalo dapat digambarkan baunya itu kombinasi jauh muntahan jabang bayi pula petro nyong2 om2, bercakap-cakap separah itu.. ini yg cak  ala kasi tanggapan idungnya atas membaham tanah mengalami ato gmn gerangan ?????? .. pengapalan tah lekas pula bagus, but sorry, the product is a nightmare + very pricey.. tau gini gw ttp borong wak doyok yg wanginya jauh lbh lemak pula jauh lbh murah.. this cream is really2 titinada recommended!",4
peralatan dikirim tak bertimbal total bestelan,4
terkini dipakai 2 ketika dah metong,4
"sekalian kelipet yg pakai preman mandung , print an agak gak rapat-rapat , frustrasi si",4
ternyata ukurannya seni dekat rendah impian,4
"gak sumbut expektasi tambah selumbar toolsnya... mengenai ilustrasi tampak kuat, tapi tepat mencapai kaya  metal gak kokoh... oleh tercapai payu murah, siap gak terlampau kecewa... klo lewat manfaat pribumi 100 rb keatas... jelas kami berawai belinya... beruntung menyundak taksiran nan galib ya...",4
"bahannya benar adv minim puas, level si oklah",4
adv kembali perian hujan. enggak  dibungkus nan rukun pula rapat. oke  gagal hujannya terbenam,4
nasihat asing warga dikirim. kasta yg sama. kesal seh tp akur sdhlah,4
"perabot nan berbatas cacat, tak ngisi lampu (senter) stick nya",4
tidak sebagus yg dibayangkan,4
"patah hati setanding barangnya, bunyi nan pada keluarin ga cakap gede, sedangkan udah memutar setinggi-tingginya",4
klop  chekout kemarin dulu tulisanny dapet cashback.. 150 mili surat keterangan gawai udh dpt mengapa koinnya cashback ny beralih cuma dpt 50 mili patah hati banget.. kamar pendahuluan tiru tetek mulai kalbe aja lah..,4
"pesannya lapisan putih, datengnya abu2. ini habis kedua kalinya, yg mula-mula ana  balikin ke pakus sarinah trs ternyata berbagai-bagai bersih nggak tampil oke  p ya pada refund uang. yg kedua pesen lg rona ki kucam datengnya abu2 tp begitulah habis lah, gua  p sehabis capek",4
mic per induk  ga murup,4
ampun sungguh kak asmara kartika 3 soalnya front seraya uncang dedel menerus reseletingnya blong terik  dibuka sahap parak kelihatannya sokong memantau dulu ??,4
urusan cak  ala pengangkutan lir simpel ,4
gabisa dekat pakai kcewa dahhh,4
"peranti datang, slof plastik stempel kandi jiplakan nya udh tercongeh semua, enggak  terlihat raksi model seimbang sekali, kecewa!!",4
kagak jadi talinya??,4
sedikit membalas berkualitas pengapalan,4
terselip 2 wrna yg menyimpang jdi getun deh??,4
sungguhsungguh kecewa. aktual 4 rembulan scroll suah rusak.,4
"zooonk, keluaran ini tdk tampil dlm kemasan yg sy order?? berawai sm gardu ini ??",4
genting bgt,4
"pesen berbagai-bagai merah, yg dateng warga hitam. sementara itu udaj validasi dekat chat.",4
"tak setakar foto, tdk tampak catatan photofast. tatal tepos ringkih.",4
"pesen keadaan selasa malem, nyampe graha rabu sore.. kamis sedang aman, jumat ki awal dekat menggelontor udh asem.. sedangkan sedang banyak.. siap kesal :(",4
"pilu kirang potlot alis, bantu makin ketat adv kembali",4
rakitan tak agus,4
"mengecewakan, komoditas kecil siap wajar mewarnai berkali2 engat 4x, cengli kehormatan mematok kwalitas..!!",4
pangkat segini adv minim worth it. objek tiada tebal. terselip nan makin mudah pernik lagi suban makin baik. sorry,4
"kualitasnya parah, keteken kategoris tersebar",4
admin ga iktikad kerja.. komplain tak selesai.. usai menunang bintang.. akur v berakhir cinta peruntungan 1. welas bosnya mempunyai pegawai yg tiada tersedia afinitas layak komplain (tidak tahu update pertambahan komplain),4
lembaran lektur nya tdk bagus.,4
nggak becus  berlarat-larat gerobak nya.. anakqu siap getun,4
kecewa. cak kenapa brg patah dikirim. dekat chat lena responnya mencapai aras era spontan habis. sedangkan sdh langganan durasi ditoko ini..,4
karakter berlangsung memata-matai buruk.,4
"ciptaan a abnormal baik, lalu bobrok",4
congkong tidak katun sejati,4
fittingnya sedikit sumbut dgn barang apa yg diharapkan sih. tapi bahannya sedap lah,4
suah berbatas tapi tutupnya ancai ????,4
gaung utk lembaran mepet ga lezat,4
"sebelah depot panjang pada mengirim barang, bunga-bunga harta tiada setakar",4
"perabot kemudian dng dus yg tiada mustahak banget, untuk cendera mata jd kulit kerang dgn kedudukan mengibakan",4
1 pc sifat pink. lampunya copot.. dekat chat complain gak dibales... menyesal tipis,4
"penerapan munjung nan gak mampu kebuka. cm bs youtube aja. wirelles keyboard cita-cita atas, back serta biji 3 tak bisa. putus tiada dilakukan kir dlu sebelum dikirim. rencana sir nonton bein oke  bukan bisa. remote misoa boxnya jg tdk bisa.",4
respon jelek,4
"bagasi dateng tak sinkron pada pesanan, pautan bermacam-macam",4
"umpanya gx jalan ,??????????",4
penyajian memengkalkan,4
"jasa bukan baik. tersimpul page flicker/crash dalam kindle nan dibeli. sehabis dalam complaint sebelah bakul sejumlah itu keadaan nan wajar pula disetiap kindle ada ada page flicker/crash. namun, dekat gambaran rakitan enggak  pada jelaskan akan peristiwa itu. dalam complaint modern dalam jelasin kalo itu normal. a telaten saat memesan. menyuruh gambaran selaku rinci lagi spesifikasi sebelum mengeteng akibat ini ciptaan elektronik nan kontol pada mencoba devicenya bersama lain-lain.",4
pengasong sejumlah batterynya 18650 ternyata battery tanam yg tdk sanggup dalam ganti2. menyesal lah aku.,4
bahannya luntur????,4
"persangkaan kecewa, amanat dramatis alias gelap mendarat yg lapisan berma",4
harta beroperasi norma. hanya tali besi usb nya rusak. oke  ego pake tali besi usb hp. komplen ke gerai namun meminang ampun kagak memasarkan mendapatkan diganti. bantu mengetes dulu sebelum dikirim. tks,4
dapet nan error. skala ppm kebaca di ribuan. kualitasnya jeles kelewat gak dicek dulu sebelum dikirim. kecele bersama gak terhadap borong serta disini.,4
memutusasakan,4
fittingnya rendah setakar dgn barang apa yg diharapkan sih. tapi bahannya melamun lah,4
pucuk tali besi colokan cak sulur telepon ke pesawat terbang telepon tamat bukan becus  tersemat sempurna.,4
"produksi belum jadi buatan cocok sekali, memengkalkan",4
"gua  nasihat 2 paket, yg 1 antaran bukan sinkron antaran",4
barangnya jejas dengan gak bagus,4
gk dalam dahar sesuai skali,4
"berawai seia sekata barangnya, ucapan nan dalam keluarin ga racun gede, sementara itu udah menyimpangkan sebanyak-banyaknya",4
gigit jari wanginya cakap aja. wanginya ga betah 1 weker boro2 sanggup 12 beker sprti iklannya. sedang cemerlang tampang air atar tubir melayang  deh.,4
"bersoal 43, dijawab ready, dikirim 38, tuker ga boleh.. kecele betul",4
kecewaaa,4
patah arang agaknya pesannya l5 bercakap-cakap l5 tapi berasa. itu lancingan xl lumat memantau heedewhh bikin frustrasi setingkat ini warung mana bahannya minim juga.,4
packaging nya belaka plastik item itupun cabir layak terakhir diterima,4
"pesen segala apa dikasih apa,,,, patah arang bgt",4
"kecewa, respon tokonya lama.... transportasi sameday, perintah sebelum weker 12 justru dalam mentransfer besoknya, dalam chat oleh karena ki awal dijawab malam. insaf",4
"- tiris bermula sambungan getah kejai ke tungku - lalu cak buang-buang air dri tengah2 ajang drat karna gk rapat, kasik pada rapatkan gk dapat karna terasa selepas tersampuk",4
"paksa warung tua paham mengirim barang, kasta agak enggak  serasi",4
kulak 4 pack (4kg). yg dikirim semata-mata 3 pack (3kg). kecewa.,4
"pengunci baling baling nya, tidakk ada... next dicek plus awas lah sbelum kirim. keren setuju oleh kincir angin arus udara ortodoks nan terbantun",4
repon pula pengapalan tunagrahita dekat asing estimasi,4
"tertular kirim, dapat agaknya diselesaikan baik-baik, tapi males aja.",4
"sayap gerai lelet berarti (maksud) mengirim barang, berbagai-bagai perkakas kagak sumbut",4
"rice cooker segar bayar tp nasi liwet aroma lagi lembap tp tiada bs dalam berganti bahan modern dr kios ini tiada ibarat toko2 beda yg kalo zat tercabut itungan musim hadir pertanggungan warung bs pada ubah dgn yg hangat tidak diservice semacam yg pada sarankan toko. aku pernah angkat ke service center lagi yaum ini nasinya ajek basah. kredibel abdi patah hati krn beta menyortir warung ini cak agar kl kenapa2 ngak ribet, ternyata ego salah, patik bayar rice cooker garib taat hamba semoga becus  memiliki rice cooker perfek tp nyatanya seolah-olah ini kami bukan main kecewa.",4
perlengkapan muncul pada stan penyek,4
"waadah cakap memindahkan instant ekspres lantaran kita sanggup pakai segera, nyatanya dikau  sahap gerai anyar pada kirim. pangsa datang malam. sreg  besoknya dekat kalau ternyata ssd nya enggak  terbaca. maka bilangnya memasok ke warung agarnbisa pada memindahkan juga cepat nan baru. sama2 dekat tangerang belanja gojek instant 33rb signifikan dekat. beserta tiada dalam kirim2 sampaiiii 2 minggu hangat dalam kirim. super kelihatan asa adv cak paling dekat lama2in. hebat tiada professional analitis membandar online , saudara lego produk bejat kendati kagak jadi etikat ujaran maaf. dengan menjadi tutup nan aku duga lancung selanjutnya medit semuanya ongkir nya dekat perintah kita nan menderita telak produk sampai. menurut dalam lihat-lihat semacam ini mah lupakan andalan buatan yg bahan pada sulih junior pada berlangsung seman dekat ketinggalan hari...",4
gegetun bakul ga mengalami balasan komplen berhari� belantan penyelesaian,4
"cerai berai 1, pembatasan mash pada plastik bubble wrap",4
"harap ampun p ya asih kartika 3 lantaran muncul sebagian rintangan : 1. tiada disertakan batery dalam nunchaku sedikitpun ataupun intruksi memerlukan batery bagai apa. 2. harap dibuat arahan pendek tempo pada menu permulaan bakal start tontonan patut kemana selanjutnya nantinya bentuk laksana segala apa berkat oleh enggak  berdiri panduanya seringkali hang, usb tak terbaca tambahan pula lukisan serangga nan solusinya usb tertulis dilepas dengan dipasang mudik perdana bisa. 3. mendapatkan pengawasan aku memiliki kecil rengkah mendapatkan kedepanya harap pandai dekat infokan masa tampil tekor",4
"gak rapih bgt dalemnya, kayak gak dekat qc alias ntah lantaran rabat beres perabot nan gamak rusak. sepan patah hati sebenarnya",4
"pesen bermacam-macam ki kucam loh, yg dateng item ????????????",4
anti lengketnya ok sahaja sendiri woknya sekali enteng kl tua yg sejumput pancinya bergeser2 hrs dipegang v bergerak maka yg plg kerjakan berawai petala kolong wok terus terlocot pdhl wokny semata-mata menyimpang kecil krn sy sll ranum sll dengan megang woknya. smg anti lengketnya jg awet.,4
maha- korup pula kesal pakingan gak rapih saja pake bubble warp aja setuju cukup pangsa sampe udah sobek.,4
perlengkapan dikirim kagak bertimbal besaran proyek ,4
"harta sobek krn keliman tdk rapi, selebihnya mujarab",4
"perlengkapan gagal ga berjalan sesuai sekali� ga mampu pada mainin sekata sekali, parahhh",4
"td nya sy request utk cancel mo berganti p�byran nya pake gopay dr ovo td nya krn tampak cash back, tp nggak dicancel sm gerai pasti diproses aja. sgt m�ngecewakan.",4
"lamun order enggak  tersedia, tan- menyuplai selain yg dipesan (walau semata-mata kacek kasta (saya berburu warga merah, dikirim berbagai-bagai biru). mengecewakan.",4
anyar sehari udh rasan t_t,4
mulur mungkret filternya sedikit,4
"kualitasnya parah, keteken a direk  berkobar",4
"sesuatu yg dikirim tdk sesuai, harusnya pencelup kuku, yg datangnya eyesedo",4
"lampunya berfungsi, bersinar rada remang-remang, ketabahan batere pada jemur seharian semata-mata 4 jam. kurang lebih yg mencapai soket bautnya terpenggal siap secolek terbuka.",4
lama,4
tepos begitu pula talinya beneran sekendor itu tapi benang ga persoalan si nan esensial ketebalannua. ini patut aja tebelnya berkecukupan kedok yg wrna biru/ijo itu. awalnya mengasosiasikan komen ga berkeyakinan soalnya evo memadai mereknya. ternyata beneran pipih bngt.,4
"pesenan sy g dalam respon, putaran sy cancel refleks dekat respon serta dalam kirim. selanjutnya agak bicaranya ngajak ribut... tobat sy n bayaran sprti ini... bila msh hadir depot ky gini juga tamat sy pake operasi tokped",4
prolog patik chat seller v berakhir gegetun sebab seller hebat bukan ramah. waktu peranti merapat beta frustrasi melihat pengepakan sahaja memerlukan daluang garis 1 rangkap beserta plastik. artikulasi yg tampil pada sambil juga seraya situasi kotor.,4
"zat dikirim bukan lengkap, sayangnya termin unboxing kagak divideokan krn berpendapat biaya dekat seller mega tak buat mengecewakan, saat dichat ke seller diinfo sama difollow up karena timnya, tp ternyata tiada terlihat aksi lanjutnya, seller hebat tak agunan meriangkan",4
"payah enggak  plong bersama-sama pelayanannya, perkakas nan dikirim tak nan hamba memo",4
buset pada afeksi merk ares. dekat pake dalam pod kuy 1 keadaan spon-tan aroma gosong.. pertama cua honorarium pada gardu ini..,4
"enggak  lahir tutupnya, walaupun ego belanja nilai banyak tp selesai gabisa dibawa kemana mana karna harta kacau balau",4
wacana gambarnya dalam gendang akhirnya oke  bungkuk semata,4
tadiinya solak pesen tikai lagu tp g sanggup madah selernya.. terdesak pakai dah sir gmn lg,4
"a minus plong nya kah krn bahan yg dekat kulak bukan wujud suplai nya, tp gpp lah, diganti dgn gawai yg setara. trims",4
"hebat kecewa, benda rusak.., reseler jualan tdk amanah... klo jualan mustakim begitulah kak kendati berkah..",4
sandalnya licin. awing sering kali kepleset tatkala denai pakai sandal ini. bawahnya lencong terlalu,4
bahan bukan setakar yg diiklannkan. sdh dekat ubah yg gres tapi setara payahnya tiada sensitif bersama tak copartble mendapatkan sekitar merk,4
"terkecualikan semenjak apapun latar belakang seller katanya kira-kira setelah menjengul bendaharawan alias apalah udah dikirim katanya , ternyata mutakhir dikirim sesudah 2 keadaan bisnis dilakukan, layak patah arang cak atas bantuan yg sprti itu oleh ana  ceceh  mendapatkan beban kampus.",4
"lampunya berfungsi, mencolok memadai remang-remang, kepiawaian batere dekat jemur seharian hanya 4 jam. bahan yg mencapai soket bautnya bias siap kurang terbuka.",4
busanya cacat,4
"harum kagak sejenis itu enak, tiada hidup kandungan tukas nya",4
"packing berantakan, real memengkalkan",4
penutup kawat colokan atas sulur telepon ke pesawat udara telepon selesei bukan kuasa terpatok sempurna.,4
transportasi lamaaaaaaaaaaa amat a dekat seminggu,4
game tdk sungguh-sungguh sumbut dgn request sya beserta gamenya luar biasa segelintir maka betul ini msih ditest smua beserta game yg brsmlh bru downhill selanjutnya slnjtnya perihal dalam menjajal lgi jdi a patuh sya kebahagiaan nasabah itu hrus pada no 1 kan tah :),4
menderita p sehabis tukar instant delivery yg garib tapi ternyata rodi tiada dicek lalu tak lengkap. order yg selayaknya membumi  bersama ekspres rampung sebagai bertele-tele krn patut membawa ulang. payah kecewa. sembrono ongkos langka disini.,4
"ampun akan seller, belaka larat menghadiahkan 2 bintang, disebabkan peranti yg dipesan enggak  setakar dgn yg diterima, pesannya sirah sabuk yg erang terbuka cocok lakaran dgn aba-aba 2, akan tetapi yg dekat sambut bermotif, oke  enggak  bertemu harapan... sir ajuin komplain lumayan malas, oleh gua  prasangka gak terlampau penting... hendaknya kedepannya seller kian ampuh serta bermutu pelayanan...",4
"gak sempat kami cinta peruntungan 1 ke warung manapun, tapi bakal x ini patik gigit jari perabot kita  yg patra papan pucat gak dalam kirim. moga-moga hidayah ka walaupun p biarpun doang  duit sgitu serta gak lagi2 n bayaran dekat depot yg gak mustakim ini",4
nilai sesuatu a minus gagah,4
gawai yg gua  cak dapat rusak... berkecai-kecai wadah krayonnya... p ya ngga tau itu kesesatan mengenai warung karna dikemasnya sekali berwatak alias zat pengirimannya... kecewa..,4
"agak sedikit mulus.. kulak dua, dobel duanya tampak potongan dalam penopang ambang belakang..",4
"packing benar-benar kacau, doang  bubble wrap ki kecil sehingga koper kucar-kacir",4
"mouse rendah perfek , pointer nya denyut debar mufrad .",4
"prod dikirim dgn dilipat, tdk digulung sementara itu utk background foto.. jadinya tersua n ampas lipatan permananen",4
orgdapet perkakas nya bgs.. tapi kami dapet yg patah.,4
penyu kuranya enggak  bagus,4
"era diterima sahap penggorengan ad yg bersoal dengan dalam wajannya ad goresan. bermasalahnya tidak krn jalan pengiriman. tapi emang sejak sononya cacat. patah hati demi respon penjaja nan sejumlah goresannya g masalah. sementara itu p ya kan kulak baru, kulak periuk anti beret tambahan pula songsong nan bergores maka peringkat bermasalah. lgs ejekan komplain. sdh cak dapat wajannya masih nan kagak gores, belaka tetep bbrp yg mengecewakan. kecewa.. setuju konservatif beserta beta perlu kelam-kabut ngurus pemulangan barangnya. seumpama mw lego nan potongan (harga) tiada agih nan kualitasnya g bagus. alias sampaikan aja produknya ad bbrp bersoal oleh dikasih diskon. resiko bayar online. hendaknya kuat",4
standar enggak  konsisten. pembelian mula-mula kedua menuntungkan pembelian ke 3 kejayaan sementara itu size nya berkepanjangan 36. stelah komplain pembelian ke 4 selanjutnya 5 tak berdiri komplain. tapi dalam pembelian ke 6 ini syiar lagi.,4
agak mencapai berlebihan kedaluwarsa sedangkan sedang analitis kota. casing murah lepas. terang-terangan mengecewakan.,4
product enggak  kuasa spray habis dalam guncang sering kali .. tak racun dipakai. bukan recomended.. kesal,4
peranti enggak  setakar jeda nan dijual beserta nan dalam terima.,4
"sesudah separo konvensional perlengkapan p sehabis duga rusak, sementara itu konsumsi renggang",4
pokok dini sekte cairan pantas mulut  tradisional usang mini terlampau,4
"putus cocok gerai official ini ga tau mengapa pesenan prima ga dikonfirmasi sampe dekat batalin strata sebab ga direspon seiring sekali. antaran kedua gara-gara disuruh nasihat serta cocok tokonya serta belaka dikonfirmasi jua ga dikirim sampe udah berdiam 10 menit sebelum dibatalin organisasi juga tapi untungnya gara chat cs tokopedia walhasil perlengkapan bakalan dikirim didetik terakhir. ga doang  sampe engkau aja payahnya jasad trendi  diambil utusan puput 5 lalu pickup produk sejajar suruhan bertambah mengenai 2 hari, mode mengangkut meski lemot muter sedangkan udah adv lebih pendahuluan sudung aktual copot 9 beker 9 malem paketnya sampe??",4
"jahitannya berlipat-lipat yg ga rapi, tekstil sangka nerawang",4
nilai segini a abnormal worth it. bumbu tiada tebal. muncul nan kian melimpah serpih maka alamat bertambah baik. sorry,4
bagasi yg ana  sambut rusak... terputus ajang krayonnya... ego ngga tau itu pelanggaran melalui gardu karna dikemasnya kelewat  bergelora ataupun porsi pengirimannya... kecewa..,4
"packing tekor  rapi, tak aman,, dus penyok... player hancur.....",4
gaung utk kaca sepan  ga segar,4
bakal sedikit . gak serasi konsep gores spt foto. menanyakan pink dikirim level merah. cape deh. beruntung fotonya diganti . jgn mendekorasi gambar yg gak bertemu brg ready. kita  pesen 2polos.1 strip. 2 yg 14rb 1 yg 19rb. cb dicek dulu. selanjutnya menghendaki ragam pink,4
kecewa.. kulak nya 3 pcs namun nan nanti sekadar 2 pcs,4
tiada kepada rekomended setem ancur nois nya bancuh nyesel kelas ga bagus. ga kepake,4
"agak bukan sampai, jatuh dekat bestel mengedrop aja, sementara itu belanja layak kepentingan promo, kini berkenan kulak pun udah kepentingan wajar huhuu",4
"patah hati udah bayar 2 gaada wangiwanginya, cuman aroma alcohol aja nan berhenti",4
adv kemudian sehari udh rasan t_t,4
lcd tustel swapraja cak posisinya. mudah-mudahan makin saksama di dalam memelih kira-kira sebelum dikirim maupun dicek,4
penyajian mendongkolkan,4
"bahannya sportif tekor  puas, lapisan tah oklah",4
belatuk invalid bagus. v berakhir enggak  sanggup murup waktu ini,4
mungkin ini ego meringis sambil tata olah promonya nan tekor  jelas belah gua  sehingga kami terjebak. penyelesaian p demi erangan lumayan mengecewakan.,4
"ternyata kagak full leather. layak putus sebab kagak full leather. seller kagak sayang info berapa periode pakai kanvas, berapa pakai kulit.",4
"jelek, yg sip  jauh bermula ori. mousepad jd ga bs dipakai kl dekat charger, jd getaran parah. peranti ga sesui foto, kayak sekitar lambar satu sisi yg maslahat 80rban. sedangkan sebelumnya sudah borong disini dengan bagus, sama spt cetakan yg tersedia penanda dalam penutup charger. maka itu perintah disini lg walaupun agak garib ternyata barangnya tdk setingkat dgn permintaan sebelumnya",4
"enggak  cocok per daya yg tersurat pada boxnya, gegetun pokoknya.. kalo racun gue balikin .. gue balikin dah",4
derajat berperan nian buruk.,4
sy cak dapat package makanannya selesei cacat selanjutnya terdedah .. segala apa kerdak ini ? sekali menyesal,4
patah arang jahitanya gak rapih trus itu peganganya amburadul...,4
"seller 2x perkara intern transmisi barang. pertama, kami bayar 3 model bahan yg dalam menugaskan cuman 1 macam. kedua, bagasi yg invalid sesudah dikirim walakin enggak  seusai kiriman saya. walhasil cuman 2 muatan yg kawula wejangan yg nyampe. ngasih orang suci jg tak cocok dalam presentasi komplain, admin slow respon, official store ga menjamin deh",4
order tiada sebati ukuran.,4
"bukan berfungsi, tapi yaa sudahlah selepas ditambah harkat pakai mikro usb menyegarkan hp regular tiada becus ",4
"transportasi alon-alon sangat (4 hari) tandon enggak  jelas , pedagang gagap terkoteng-koteng apakah inventori sedang ready alias enggak ",4
lcd tustel otonom atas posisinya. moga-moga makin saksama waktu memelih sesuatu sebelum dikirim alias dicek,4
ga bakal bl lg dsni. thx. ana  kecewa.,4
peranti gaib aja ... tatal invalid bgitu cakap,4
"pesen white & silver, yg dikirim white & red.. berawai ga setakar antaran",4
muatan nya tipis... tapi y udhlah brg udh d songsong,4
bukan sumbut ekpetasi.,4
bukan main menyesal via jasa nya,4
"muatan tak sampai, gaib pada pelayaran membawa aja, sementara itu bayar adekuat kualitas promo, kini kepingin bayar juga udah kadar umum huhuu",4
sekali tepos cakap dekat terawang.. bagusan leging ibu2 pada sisi bertele-tele ini mah. berat  kagak recommend. adv lewat price!!! nyesel bgt gw.. :((,4
terlalu getun seluruhnya,4
"dapat hidup, tapi ga sanggup ngecharge, dalam biarkan seharian batetai kagak terisi, memohon meruah serupa media ini, biar stick nya darah anggota sanggup terpakai 2-2 nya",4
picu terbatas bagus. selesei enggak  solak hidup waktu ini,4
psen yg mix dikirimnya ragi orange,4
"terbebas oleh karena apapun latar belakang seller katanya perkakas suah menyempal bendaharawan ataupun apalah udah dikirim katanya , ternyata terakhir dikirim sehabis 2 keadaan perundingan dilakukan, patut patah arang melalui jasa yg sprti itu oleh ana  menginginkan kepada suruhan kampus.",4
gk racun dekat pakai kabel krng a jenjang,4
patah arang deh borong helm v berakhir pakai bubble wrap tp lagi melatur pada segmen lombong visor helm lg. a penting tidak garit mulai pengiriman. sahutan pengasong terus tiada baik.,4
sekitar nya jebol,4
tenggat sampe udah tuna,4
"v gemar cak amat sangat enggak  larat ditukar,, resleting rusak,, negative quality,, ampun gua  kecewa..",4
bobot keluaran invalid menggirangkan,4
sesuatu menilik payah memutusasakan tak laik pakai.. usahkan bagi memegang kewajiban 2kg menjumpai menyekat kewajiban nya sorangan  ajah gk mampu(alias gk nempel),4
hadir kecil aib lipatan jahitannya,4
"semu teka panjang transmisi nya, maka pengepakan plastiknya genting",4
meringis karna kagak open patik suruhan 2pcs nan dikirim cuman 1 pcs emang akibatnya dikirim tukas tapi mantap gegetun karna berdampak keterlambatan n kelak bersama bukan kuasa dekat angkat berbalik kampung.. petuah supaya kian saksama juga walaupun sesuatu mudah,4
aktual pake 2 candra sensornya udah jelek sudi kemana2,4
kualitasnya mengecewakan.. blm dipake usai seman bohlam joinnya..,4
cepet benar-benar kepotek langsung ancur,4
muatan kagak sebati yg pada pesan. tingkatan luntur . pin yg dalam memo 3 yg pada mentransfer contoh 2 kunci,4
kadar keluaran diragukan beserta tamat komplain tapi balasan a abnormal menolong,4
"bantu dekat perhatikan alokasi a ki longgar nya, ini kebalik karetnya,, ga sm normal suji nya, lebih lagi dkirimin brg reject :(",4
pesannya cappucino datengnya ungu tua. aduuhhhh jauh bngat. perdana prima rupa-rupanya n bayaran udah mengecewakan????????,4
"kesal banget. tempo datang, plastik seal ga rapet. lalu dialamnya jamak kelewat semut. padat banget. komplain ke pengecer malahan ga pada tanggep. bilangnya 'ga mungkin' lahir semut. malahan komplain pemesan latar belakang ini itu. mana kelihatannya gerangan ga pada semutin! ini aja goji berrynya ga kering. packingnya pol  a ki gabuk gitu ga seal rapet. hey penjual. tiada pikun tuh: customer service. walaupun jualan sanggup melenceng membelokkan ga sanggup beberapa sorry ataupun tiru prihatin. tapi tanpa serupa bakul ini malahan ga hisab begitu. berat banget. gila. rongak sudi catat panjang2 ribet. terutama bayar perkakas nan simple2 gini. tapi ini terlalu banget. ga recommend. terakhir bersetuju kegiatan patut nih toko.",4
instrumen kagak berlaku,4
"quality control ny tdk teliti, yg asfar jadi ngalau ny sedikit.",4
"packing gak aman, doang  dus ki kecil doang, gak pake paper tube, hasilnya penyok2, ngebekas digambar berkerut2 fotonya, perdana kala nyoba sablon disini selanjutnya walhasil luar biasa kecewa.",4
patah hati teruk,4
"bukan aktif dan baik, solak balik asal tunggal",4
"komoditas enggak  serasi nan dipesan. petaruh nan a serbaserbi warna, ternyata nan terlihat gelap smua",4
"adv minim responsif , harta berbatas kagak lengkap, tersua esai refund, komplain doang  disuruh menahan (perasaan) ditunggu mencapai 3 yaum itikad berfaedah tiada hadir serta pemulangan kapital nya",4
kira-kira enggak  pantas orderan,4
kangsa pipih :(,4
maap duga kecele krn yg hamba peroleh kacek persis gambar. faktor pokok tdk bevel spt gambar.,4
"pinknya pipih serta menerawang. pengirimannya buruk, kurang lebih hangat dikirim tekor kurang lebih arloji sebelum cabar otomatis. sedangkan 4 yaum selesai perintah pengasong tamat diingatkan melalui dm, tapi bahkan disuruh toleran sonder diberi kausa lagi kelas bahan sedang tentu pada proses, kelihatannya nunggu orderan luas supaya sambil dikirim.",4
ini si lain otomobil hotwheels. nggak sumbut patut iklan. mengecele,4
kuteknya bahannya gak bagus..,4
topinya warnanya kepam selanjutnya gak bertimbal bersama-sama pic patah arang terimakasih,4
"gak pantas expektasi menggunakan suban toolsnya... mulai rajah kelihatan kuat, tapi surat keterangan berbatas penaka logam gak kokoh... lantaran kuasa makna murah, selesai gak berlebihan kecewa... klo serta maslahat tulen 100 rb keatas... sabit ana  gegetun belinya... beruntung naik kadar nan natural ya...",4
komoditas enggak  sebati orderan,4
kagak berfungsi. bersedia cak kembali tapi sukar dalam ongkir. harus kedepannya bisa pada test lebih-lebih dulu sebelum menyuplai,4
"rasanya kagak sumbut ekspektasi, bener� kecewa. nan mamak sekadar valrhona chocolate, sisanya gak lezat semua. intinya: patah hati",4
"komoditas datang, pak plastik materai saku arsip nya udh tersibak semua, kagak sedia ganda salinan sesuai sekali, kecewa!!",4
"nga bertemu yg dekat harapkan, pingin yg kecil2 jd luas lalu luyu kasat mata jd nya",4
"karungnya deras yg bolong2, ga sumbut order",4
"1 ga cakap nyala, 1 mati2 suaranya",4
"seller very slow response, semata step kekal last minute terkini lanjut. sementara official store lain, namun kalam 1-2 maks 3 yaum sesuatu mencapai selepas order, ini gres diterima selepas 5 keadaan",4
enteng selesai :( cacat mantep dipake nya,4
usang pengirimanya,4
"gambaran keluaran tdk jelas, usb tdk sinkron pada hp samsung",4
lapisan nan hingga bukan cocok titipan walaupun usai menyusun memo cancel seumpama kelas sortiran cengli tak ada.,4
